Client_ID	Покупатель	Contractor_name
CL_12961	"ООО ""Мастер"" ИНН 39676533425"	"ООО ""Мастер"" ИНН 39676533425 ЮРЛИЦО №1"
CL_12971	"АО ""Кабинет"" ИНН 44414588554"	"АО ""Кабинет"" ИНН 44414588554 ЮРЛИЦО №1"
CL_12981	"АО ""Информация"" ИНН 57402036410"	"АО ""Информация"" ИНН 57402036410 ЮРЛИЦО №1"
CL_12991	"ООО ""Материал"" ИНН 46466905674"	"ООО ""Материал"" ИНН 46466905674 ЮРЛИЦО №1"
CL_13001	"ООО ""Разработка"" ИНН 86186461845"	"ООО ""Разработка"" ИНН 86186461845 ЮРЛИЦО №1"
CL_1301	"АО ""Экстраординарный характер"" ИНН 81508287116"	"АО ""Экстраординарный характер"" ИНН 81508287116 ЮРЛИЦО №1"
CL_13011	"АО ""Основа"" ИНН 3633431171"	"АО ""Основа"" ИНН 3633431171 ЮРЛИЦО №1"
CL_13021	"ООО ""Всемерное небо"" ИНН 25523214554"	"ООО ""Всемерное небо"" ИНН 25523214554 ЮРЛИЦО №1"
CL_13031	"ООО ""Праздник"" ИНН 94129897895"	"ООО ""Праздник"" ИНН 94129897895 ЮРЛИЦО №1"
CL_13041	"ПАО ""Команда"" ИНН 52458953554"	"ПАО ""Команда"" ИНН 52458953554 ЮРЛИЦО №1"
CL_13051	"АО ""Поразительная среда"" ИНН 9495665148"	"АО ""Поразительная среда"" ИНН 9495665148 ЮРЛИЦО №1"
CL_13061	"ООО ""Неистощимый час"" ИНН 16239990342"	"ООО ""Неистощимый час"" ИНН 16239990342 ЮРЛИЦО №1"
CL_13071	"ООО ""Безукоризненный метод"" ИНН 21894803366"	"ООО ""Безукоризненный метод"" ИНН 21894803366 ЮРЛИЦО №1"
CL_13081	"АО ""Острая станция"" ИНН 22806068789"	"АО ""Острая станция"" ИНН 22806068789 ЮРЛИЦО №1"
CL_13091	"ООО ""Круглое растение"" ИНН 2703467756"	"ООО ""Круглое растение"" ИНН 2703467756 ЮРЛИЦО №1"
CL_13091	"ООО ""Круглое растение"" ИНН 2703467756"	"ООО ""Круглое растение"" ИНН 2703467756 ЮРЛИЦО №2"
CL_131	"ООО ""Бесчисленный ряд"" ИНН 58939116502"	"ООО ""Бесчисленный ряд"" ИНН 58939116502 ЮРЛИЦО №1"
CL_131	"ООО ""Бесчисленный ряд"" ИНН 58939116502"	"ООО ""Бесчисленный ряд"" ИНН 58939116502 ЮРЛИЦО №2"
CL_13101	"ООО ""Настоящое начало"" ИНН 16883047454"	"ООО ""Настоящое начало"" ИНН 16883047454 ЮРЛИЦО №1"
CL_13101	"ООО ""Настоящое начало"" ИНН 16883047454"	"ООО ""Настоящое начало"" ИНН 16883047454 ЮРЛИЦО №5"
CL_1311	"ООО ""Невиданный канал"" ИНН 51914922771"	"ООО ""Невиданный канал"" ИНН 51914922771 ЮРЛИЦО №1"
CL_1311	"ООО ""Невиданный канал"" ИНН 51914922771"	"ООО ""Невиданный канал"" ИНН 51914922771 ЮРЛИЦО №2"
CL_13111	"АО ""Традиция"" ИНН 85914139477"	"АО ""Традиция"" ИНН 85914139477 ЮРЛИЦО №1"
CL_13121	"ООО ""Регион"" ИНН 9027390258"	"ООО ""Регион"" ИНН 9027390258 ЮРЛИЦО №1"
CL_13121	"ООО ""Регион"" ИНН 9027390258"	"ООО ""Регион"" ИНН 9027390258 ЮРЛИЦО №2"
CL_13131	"ООО ""Неделя"" ИНН 62956890252"	"ООО ""Неделя"" ИНН 62956890252 ЮРЛИЦО №1"
CL_13141	"ООО ""Удивительный ход"" ИНН 63019706025"	"ООО ""Удивительный ход"" ИНН 63019706025 ЮРЛИЦО №1"
CL_13141	"ООО ""Удивительный ход"" ИНН 63019706025"	"ООО ""Удивительный ход"" ИНН 63019706025 ЮРЛИЦО №3"
CL_13151	"АО ""Строительство"" ИНН 70552765213"	"АО ""Строительство"" ИНН 70552765213 ЮРЛИЦО №1"
CL_13161	"ООО ""Столица"" ИНН 61547012425"	"ООО ""Столица"" ИНН 61547012425 ЮРЛИЦО №1"
CL_13171	"ООО ""Удивительная зона"" ИНН 53239498038"	"ООО ""Удивительная зона"" ИНН 53239498038 ЮРЛИЦО №1"
CL_13171	"ООО ""Удивительная зона"" ИНН 53239498038"	"ООО ""Удивительная зона"" ИНН 53239498038 ЮРЛИЦО №5"
CL_13181	"ООО ""Крепкий сон"" ИНН 65050630071"	"ООО ""Крепкий сон"" ИНН 65050630071 ЮРЛИЦО №1"
CL_13191	"ПАО ""Безбрежное обеспечение"" ИНН 60657382092"	"ПАО ""Безбрежное обеспечение"" ИНН 60657382092 ЮРЛИЦО №1"
CL_13191	"ПАО ""Безбрежное обеспечение"" ИНН 60657382092"	"ПАО ""Безбрежное обеспечение"" ИНН 60657382092 ЮРЛИЦО №2"
CL_13201	"ООО ""Мощная причина"" ИНН 39594587028"	"ООО ""Мощная причина"" ИНН 39594587028 ЮРЛИЦО №1"
CL_1321	"ООО ""Жаркая идея"" ИНН 296848140"	"ООО ""Жаркая идея"" ИНН 296848140 ЮРЛИЦО №1"
CL_13211	"ООО ""Вода"" ИНН 78053460114"	"ООО ""Вода"" ИНН 78053460114 ЮРЛИЦО №1"
CL_13221	"ООО ""Борьба"" ИНН 43391808930"	"ООО ""Борьба"" ИНН 43391808930 ЮРЛИЦО №1"
CL_13231	"ООО ""Одежда"" ИНН 11165071792"	"ООО ""Одежда"" ИНН 11165071792 ЮРЛИЦО №1"
CL_13241	"ООО ""След"" ИНН 42998397260"	"ООО ""След"" ИНН 42998397260 ЮРЛИЦО №1"
CL_13251	"ООО ""Работа"" ИНН 70173453784"	"ООО ""Работа"" ИНН 70173453784 ЮРЛИЦО №1"
CL_13261	"ООО ""Двор"" ИНН 98385216791"	"ООО ""Двор"" ИНН 98385216791 ЮРЛИЦО №1"
CL_13271	"ООО ""Канал"" ИНН 16037763695"	"ООО ""Канал"" ИНН 16037763695 ЮРЛИЦО №1"
CL_13271	"ООО ""Канал"" ИНН 16037763695"	"ООО ""Канал"" ИНН 16037763695 ЮРЛИЦО №2"
CL_13281	"ООО ""Зона"" ИНН 20906626219"	"ООО ""Зона"" ИНН 20906626219 ЮРЛИЦО №1"
CL_13291	"ООО ""Фигура"" ИНН 59938201080"	"ООО ""Фигура"" ИНН 59938201080 ЮРЛИЦО №1"
CL_13301	"ООО ""Крупная судьба"" ИНН 89331615778"	"ООО ""Крупная судьба"" ИНН 89331615778 ЮРЛИЦО №1"
CL_1331	"ООО ""Информация"" ИНН 30428691536"	"ООО ""Информация"" ИНН 30428691536 ЮРЛИЦО №1"
CL_13311	"ООО ""Кино"" ИНН 56610083812"	"ООО ""Кино"" ИНН 56610083812 ЮРЛИЦО №1"
CL_13321	"ООО ""Изумительная деталь"" ИНН 83087979547"	"ООО ""Изумительная деталь"" ИНН 83087979547 ЮРЛИЦО №1"
CL_13331	"ООО ""Мастер"" ИНН 81731996910"	"ООО ""Мастер"" ИНН 81731996910 ЮРЛИЦО №1"
CL_13341	"АО ""Вершина"" ИНН 32838626348"	"АО ""Вершина"" ИНН 32838626348 ЮРЛИЦО №1"
CL_13351	"ООО ""Щедрое здание"" ИНН 40882303743"	"ООО ""Щедрое здание"" ИНН 40882303743 ЮРЛИЦО №1"
CL_13361	"ООО ""Неоценимый коридор"" ИНН 72052418153"	"ООО ""Неоценимый коридор"" ИНН 72052418153 ЮРЛИЦО №1"
CL_13361	"ООО ""Неоценимый коридор"" ИНН 72052418153"	"ООО ""Неоценимый коридор"" ИНН 72052418153 ЮРЛИЦО №3"
CL_13371	"ООО ""Утро"" ИНН 54202890686"	"ООО ""Утро"" ИНН 54202890686 ЮРЛИЦО №1"
CL_13381	"АО ""Работа"" ИНН 56001499991"	"АО ""Работа"" ИНН 56001499991 ЮРЛИЦО №1"
CL_13391	"ООО ""Рекордная сказка"" ИНН 11668426741"	"ООО ""Рекордная сказка"" ИНН 11668426741 ЮРЛИЦО №1"
CL_13391	"ООО ""Рекордная сказка"" ИНН 11668426741"	"ООО ""Рекордная сказка"" ИНН 11668426741 ЮРЛИЦО №2"
CL_13401	"ООО ""Буйное условие"" ИНН 576452050"	"ООО ""Буйное условие"" ИНН 576452050 ЮРЛИЦО №1"
CL_1341	"ООО ""Олимпийский клуб"" ИНН 37308158587"	"ООО ""Олимпийский клуб"" ИНН 37308158587 ЮРЛИЦО №1"
CL_13411	"ООО ""Колоссальная комната"" ИНН 89951952621"	"ООО ""Колоссальная комната"" ИНН 89951952621 ЮРЛИЦО №1"
CL_13421	"ООО ""Природа"" ИНН 76060075178"	"ООО ""Природа"" ИНН 76060075178 ЮРЛИЦО №1"
CL_13431	"ООО ""Свобода"" ИНН 64414344298"	"ООО ""Свобода"" ИНН 64414344298 ЮРЛИЦО №1"
CL_13441	"ООО ""Арктический театр"" ИНН 94514143720"	"ООО ""Арктический театр"" ИНН 94514143720 ЮРЛИЦО №1"
CL_13451	"ООО ""Изумительный участок"" ИНН 73525707077"	"ООО ""Изумительный участок"" ИНН 73525707077 ЮРЛИЦО №1"
CL_13461	"ПАО ""Восторженный ремонт"" ИНН 94669172391"	"ПАО ""Восторженный ремонт"" ИНН 94669172391 ЮРЛИЦО №1"
CL_13461	"ПАО ""Восторженный ремонт"" ИНН 94669172391"	"ПАО ""Восторженный ремонт"" ИНН 94669172391 ЮРЛИЦО №3"
CL_13471	"ПАО ""Река"" ИНН 34699928636"	"ПАО ""Река"" ИНН 34699928636 ЮРЛИЦО №1"
CL_13471	"ПАО ""Река"" ИНН 34699928636"	"ПАО ""Река"" ИНН 34699928636 ЮРЛИЦО №2"
CL_13481	"АО ""Безмерная беседа"" ИНН 99877850431"	"АО ""Безмерная беседа"" ИНН 99877850431 ЮРЛИЦО №1"
CL_13491	"ООО ""Товар"" ИНН 82222263466"	"ООО ""Товар"" ИНН 82222263466 ЮРЛИЦО №1"
CL_13501	"ООО ""Утро"" ИНН 67819211975"	"ООО ""Утро"" ИНН 67819211975 ЮРЛИЦО №1"
CL_1351	"ООО ""Поразительная столица"" ИНН 51230883284"	"ООО ""Поразительная столица"" ИНН 51230883284 ЮРЛИЦО №1"
CL_13511	"ООО ""Основание"" ИНН 42678504"	"ООО ""Основание"" ИНН 42678504 ЮРЛИЦО №1"
CL_13521	"АО ""Хорошая судьба"" ИНН 24912415815"	"АО ""Хорошая судьба"" ИНН 24912415815 ЮРЛИЦО №1"
CL_13531	"ООО ""Университет"" ИНН 28363086437"	"ООО ""Университет"" ИНН 28363086437 ЮРЛИЦО №1"
CL_13541	"ООО ""Завод"" ИНН 77124515040"	"ООО ""Завод"" ИНН 77124515040 ЮРЛИЦО №1"
CL_13551	"ООО ""Дверь"" ИНН 45544242480"	"ООО ""Дверь"" ИНН 45544242480 ЮРЛИЦО №1"
CL_13561	"ООО ""Основательное право"" ИНН 25867859199"	"ООО ""Основательное право"" ИНН 25867859199 ЮРЛИЦО №1"
CL_13561	"ООО ""Основательное право"" ИНН 25867859199"	"ООО ""Основательное право"" ИНН 25867859199 ЮРЛИЦО №3"
CL_13571	"ПАО ""Глубокая надежда"" ИНН 84702188232"	"ПАО ""Глубокая надежда"" ИНН 84702188232 ЮРЛИЦО №1"
CL_13581	"ООО ""Необыкновенная сеть"" ИНН 61996336996"	"ООО ""Необыкновенная сеть"" ИНН 61996336996 ЮРЛИЦО №1"
CL_13591	"ООО ""Совет"" ИНН 34727293539"	"ООО ""Совет"" ИНН 34727293539 ЮРЛИЦО №1"
CL_13601	"ООО ""Опыт"" ИНН 33305398812"	"ООО ""Опыт"" ИНН 33305398812 ЮРЛИЦО №1"
CL_1361	"ООО ""Образование"" ИНН 5841272727"	"ООО ""Образование"" ИНН 5841272727 ЮРЛИЦО №1"
CL_13611	"ООО ""Крупный работник"" ИНН 94265711985"	"ООО ""Крупный работник"" ИНН 94265711985 ЮРЛИЦО №1"
CL_13621	"ООО ""Стойкий директор"" ИНН 24318451882"	"ООО ""Стойкий директор"" ИНН 24318451882 ЮРЛИЦО №1"
CL_13631	"ООО ""Безоговорочный воздух"" ИНН 74579087546"	"ООО ""Безоговорочный воздух"" ИНН 74579087546 ЮРЛИЦО №1"
CL_13641	"ООО ""Замечательная комната"" ИНН 93133818231"	"ООО ""Замечательная комната"" ИНН 93133818231 ЮРЛИЦО №1"
CL_13651	"ООО ""Взгляд"" ИНН 8180594049"	"ООО ""Взгляд"" ИНН 8180594049 ЮРЛИЦО №1"
CL_13651	"ООО ""Взгляд"" ИНН 8180594049"	"ООО ""Взгляд"" ИНН 8180594049 ЮРЛИЦО №2"
CL_13661	"ООО ""Стопроцентное участие"" ИНН 50779209372"	"ООО ""Стопроцентное участие"" ИНН 50779209372 ЮРЛИЦО №1"
CL_13661	"ООО ""Стопроцентное участие"" ИНН 50779209372"	"ООО ""Стопроцентное участие"" ИНН 50779209372 ЮРЛИЦО №2"
CL_13671	"ООО ""Решительная рамка"" ИНН 15474938386"	"ООО ""Решительная рамка"" ИНН 15474938386 ЮРЛИЦО №1"
CL_13681	"АО ""Кадр"" ИНН 53472374749"	"АО ""Кадр"" ИНН 53472374749 ЮРЛИЦО №1"
CL_13691	"ООО ""Стальное возвращение"" ИНН 25096782090"	"ООО ""Стальное возвращение"" ИНН 25096782090 ЮРЛИЦО №1"
CL_13701	"ООО ""Надежда"" ИНН 44070274180"	"ООО ""Надежда"" ИНН 44070274180 ЮРЛИЦО №1"
CL_1371	"ПАО ""Вид"" ИНН 4748463958"	"ПАО ""Вид"" ИНН 4748463958 ЮРЛИЦО №1"
CL_13711	"ООО ""Партия"" ИНН 30939504176"	"ООО ""Партия"" ИНН 30939504176 ЮРЛИЦО №1"
CL_13721	"ООО ""Сотрудник"" ИНН 94509550649"	"ООО ""Сотрудник"" ИНН 94509550649 ЮРЛИЦО №1"
CL_13731	"АО ""Богатое зрение"" ИНН 7341366316"	"АО ""Богатое зрение"" ИНН 7341366316 ЮРЛИЦО №1"
CL_13731	"АО ""Богатое зрение"" ИНН 7341366316"	"АО ""Богатое зрение"" ИНН 7341366316 ЮРЛИЦО №4"
CL_13741	"АО ""Работа"" ИНН 98004149140"	"АО ""Работа"" ИНН 98004149140 ЮРЛИЦО №1"
CL_13751	"ООО ""Всесторонная крыша"" ИНН 96209394206"	"ООО ""Всесторонная крыша"" ИНН 96209394206 ЮРЛИЦО №1"
CL_13761	"ООО ""Убедительная энергия"" ИНН 49599629746"	"ООО ""Убедительная энергия"" ИНН 49599629746 ЮРЛИЦО №1"
CL_13761	"ООО ""Убедительная энергия"" ИНН 49599629746"	"ООО ""Убедительная энергия"" ИНН 49599629746 ЮРЛИЦО №2"
CL_13771	"ООО ""Полный район"" ИНН 62792174022"	"ООО ""Полный район"" ИНН 62792174022 ЮРЛИЦО №1"
CL_13781	"АО ""Основательный металл"" ИНН 51876892117"	"АО ""Основательный металл"" ИНН 51876892117 ЮРЛИЦО №1"
CL_13791	"ООО ""Одежда"" ИНН 95591713531"	"ООО ""Одежда"" ИНН 95591713531 ЮРЛИЦО №1"
CL_13801	"ПАО ""Животная река"" ИНН 41998671318"	"ПАО ""Животная река"" ИНН 41998671318 ЮРЛИЦО №1"
CL_1381	"АО ""Магазин"" ИНН 20373729901"	"АО ""Магазин"" ИНН 20373729901 ЮРЛИЦО №1"
CL_13811	"ПАО ""Традиция"" ИНН 63442413900"	"ПАО ""Традиция"" ИНН 63442413900 ЮРЛИЦО №1"
CL_13821	"ООО ""История"" ИНН 54719990478"	"ООО ""История"" ИНН 54719990478 ЮРЛИЦО №1"
CL_13821	"ООО ""История"" ИНН 54719990478"	"ООО ""История"" ИНН 54719990478 ЮРЛИЦО №4"
CL_13831	"ООО ""Схема"" ИНН 32895316602"	"ООО ""Схема"" ИНН 32895316602 ЮРЛИЦО №1"
CL_13841	"ООО ""Настоящий субъект"" ИНН 86514728021"	"ООО ""Настоящий субъект"" ИНН 86514728021 ЮРЛИЦО №1"
CL_13851	"ООО ""Земля"" ИНН 81769704751"	"ООО ""Земля"" ИНН 81769704751 ЮРЛИЦО №1"
CL_13861	"ООО ""Хорошая мера"" ИНН 88422983135"	"ООО ""Хорошая мера"" ИНН 88422983135 ЮРЛИЦО №1"
CL_13861	"ООО ""Хорошая мера"" ИНН 88422983135"	"ООО ""Хорошая мера"" ИНН 88422983135 ЮРЛИЦО №2"
CL_13871	"ООО ""Самолет"" ИНН 72453750917"	"ООО ""Самолет"" ИНН 72453750917 ЮРЛИЦО №1"
CL_13881	"ООО ""Невероятный автор"" ИНН 88857855418"	"ООО ""Невероятный автор"" ИНН 88857855418 ЮРЛИЦО №1"
CL_13881	"ООО ""Невероятный автор"" ИНН 88857855418"	"ООО ""Невероятный автор"" ИНН 88857855418 ЮРЛИЦО №3"
CL_13891	"ООО ""Неисчерпаемая наука"" ИНН 28499267489"	"ООО ""Неисчерпаемая наука"" ИНН 28499267489 ЮРЛИЦО №1"
CL_13901	"ООО ""Могучая слава"" ИНН 93965772206"	"ООО ""Могучая слава"" ИНН 93965772206 ЮРЛИЦО №1"
CL_1391	"ООО ""Мысль"" ИНН 21970298662"	"ООО ""Мысль"" ИНН 21970298662 ЮРЛИЦО №1"
CL_13911	"ООО ""Арктический вид"" ИНН 48513618068"	"ООО ""Арктический вид"" ИНН 48513618068 ЮРЛИЦО №1"
CL_13921	"ООО ""Прямой кабинет"" ИНН 99214411631"	"ООО ""Прямой кабинет"" ИНН 99214411631 ЮРЛИЦО №1"
CL_13931	"ООО ""Набор"" ИНН 83585004468"	"ООО ""Набор"" ИНН 83585004468 ЮРЛИЦО №1"
CL_13941	"ООО ""След"" ИНН 81923395671"	"ООО ""След"" ИНН 81923395671 ЮРЛИЦО №1"
CL_13951	"ПАО ""Безудержное производство"" ИНН 15533793174"	"ПАО ""Безудержное производство"" ИНН 15533793174 ЮРЛИЦО №1"
CL_13961	"ООО ""Окно"" ИНН 57114740876"	"ООО ""Окно"" ИНН 57114740876 ЮРЛИЦО №1"
CL_13961	"ООО ""Окно"" ИНН 57114740876"	"ООО ""Окно"" ИНН 57114740876 ЮРЛИЦО №2"
CL_13971	"ООО ""Волна"" ИНН 72328858"	"ООО ""Волна"" ИНН 72328858 ЮРЛИЦО №1"
CL_13981	"ООО ""Титанический костюм"" ИНН 17753526199"	"ООО ""Титанический костюм"" ИНН 17753526199 ЮРЛИЦО №1"
CL_13991	"ООО ""Записной продукт"" ИНН 52378830635"	"ООО ""Записной продукт"" ИНН 52378830635 ЮРЛИЦО №1"
CL_14001	"ООО ""Образцовый вид"" ИНН 93891217123"	"ООО ""Образцовый вид"" ИНН 93891217123 ЮРЛИЦО №1"
CL_1401	"ООО ""Начало"" ИНН 99892881610"	"ООО ""Начало"" ИНН 99892881610 ЮРЛИЦО №1"
CL_1401	"ООО ""Начало"" ИНН 99892881610"	"ООО ""Начало"" ИНН 99892881610 ЮРЛИЦО №2"
CL_1401	"ООО ""Начало"" ИНН 99892881610"	"ООО ""Начало"" ИНН 99892881610 ЮРЛИЦО №3"
CL_1401	"ООО ""Начало"" ИНН 99892881610"	"ООО ""Начало"" ИНН 99892881610 ЮРЛИЦО №5"
CL_14011	"ООО ""Райская фотография"" ИНН 60202452144"	"ООО ""Райская фотография"" ИНН 60202452144 ЮРЛИЦО №1"
CL_14021	"ООО ""Жгучий интерес"" ИНН 50608552960"	"ООО ""Жгучий интерес"" ИНН 50608552960 ЮРЛИЦО №1"
CL_14031	"ООО ""Богатая задача"" ИНН 28957198636"	"ООО ""Богатая задача"" ИНН 28957198636 ЮРЛИЦО №1"
CL_14041	"ООО ""Первая особенность"" ИНН 72602939426"	"ООО ""Первая особенность"" ИНН 72602939426 ЮРЛИЦО №1"
CL_14051	"ПАО ""Незаурядный смысл"" ИНН 55912682477"	"ПАО ""Незаурядный смысл"" ИНН 55912682477 ЮРЛИЦО №1"
CL_14061	"ООО ""Сильная литература"" ИНН 6940062626"	"ООО ""Сильная литература"" ИНН 6940062626 ЮРЛИЦО №1"
CL_14071	"ООО ""Грандиозная работа"" ИНН 53767230691"	"ООО ""Грандиозная работа"" ИНН 53767230691 ЮРЛИЦО №1"
CL_14081	"ООО ""Фонд"" ИНН 66364373326"	"ООО ""Фонд"" ИНН 66364373326 ЮРЛИЦО №1"
CL_14091	"ООО ""Первый этап"" ИНН 85194722130"	"ООО ""Первый этап"" ИНН 85194722130 ЮРЛИЦО №1"
CL_141	"ООО ""Черная территория"" ИНН 44126827467"	"ООО ""Черная территория"" ИНН 44126827467 ЮРЛИЦО №1"
CL_14101	"ПАО ""Неземное условие"" ИНН 17930261582"	"ПАО ""Неземное условие"" ИНН 17930261582 ЮРЛИЦО №1"
CL_1411	"ООО ""Удар"" ИНН 98457951879"	"ООО ""Удар"" ИНН 98457951879 ЮРЛИЦО №1"
CL_14111	"ПАО ""Анализ"" ИНН 67536431206"	"ПАО ""Анализ"" ИНН 67536431206 ЮРЛИЦО №1"
CL_14111	"ПАО ""Анализ"" ИНН 67536431206"	"ПАО ""Анализ"" ИНН 67536431206 ЮРЛИЦО №3"
CL_14121	"ООО ""Массовый предел"" ИНН 26056231975"	"ООО ""Массовый предел"" ИНН 26056231975 ЮРЛИЦО №1"
CL_14121	"ООО ""Массовый предел"" ИНН 26056231975"	"ООО ""Массовый предел"" ИНН 26056231975 ЮРЛИЦО №5"
CL_14131	"ООО ""Замечательный врач"" ИНН 75890932881"	"ООО ""Замечательный врач"" ИНН 75890932881 ЮРЛИЦО №1"
CL_14141	"ПАО ""Трава"" ИНН 29451479414"	"ПАО ""Трава"" ИНН 29451479414 ЮРЛИЦО №1"
CL_14151	"АО ""Гигантский двор"" ИНН 26709171303"	"АО ""Гигантский двор"" ИНН 26709171303 ЮРЛИЦО №1"
CL_14161	"ООО ""Наивысшое море"" ИНН 99998482078"	"ООО ""Наивысшое море"" ИНН 99998482078 ЮРЛИЦО №1"
CL_14171	"ООО ""Положение"" ИНН 85961141952"	"ООО ""Положение"" ИНН 85961141952 ЮРЛИЦО №1"
CL_14171	"ООО ""Положение"" ИНН 85961141952"	"ООО ""Положение"" ИНН 85961141952 ЮРЛИЦО №5"
CL_14181	"ООО ""Крупная литература"" ИНН 89794615086"	"ООО ""Крупная литература"" ИНН 89794615086 ЮРЛИЦО №1"
CL_14191	"АО ""План"" ИНН 8073571897"	"АО ""План"" ИНН 8073571897 ЮРЛИЦО №1"
CL_14201	"ООО ""Обеспечение"" ИНН 95809362827"	"ООО ""Обеспечение"" ИНН 95809362827 ЮРЛИЦО №1"
CL_1421	"ООО ""Райский лист"" ИНН 89773174455"	"ООО ""Райский лист"" ИНН 89773174455 ЮРЛИЦО №1"
CL_14211	"ООО ""Арктический метод"" ИНН 55979073233"	"ООО ""Арктический метод"" ИНН 55979073233 ЮРЛИЦО №1"
CL_14221	"ПАО ""Грандиозная основа"" ИНН 23789025909"	"ПАО ""Грандиозная основа"" ИНН 23789025909 ЮРЛИЦО №1"
CL_14221	"ПАО ""Грандиозная основа"" ИНН 23789025909"	"ПАО ""Грандиозная основа"" ИНН 23789025909 ЮРЛИЦО №2"
CL_14231	"ПАО ""Область"" ИНН 49568201276"	"ПАО ""Область"" ИНН 49568201276 ЮРЛИЦО №1"
CL_14241	"ООО ""Безукоризненная часть"" ИНН 98491027218"	"ООО ""Безукоризненная часть"" ИНН 98491027218 ЮРЛИЦО №1"
CL_14251	"ООО ""Угол"" ИНН 18773797770"	"ООО ""Угол"" ИНН 18773797770 ЮРЛИЦО №1"
CL_14251	"ООО ""Угол"" ИНН 18773797770"	"ООО ""Угол"" ИНН 18773797770 ЮРЛИЦО №2"
CL_14261	"АО ""Литература"" ИНН 43460942556"	"АО ""Литература"" ИНН 43460942556 ЮРЛИЦО №1"
CL_14271	"ООО ""Невозможный инструмент"" ИНН 66728586315"	"ООО ""Невозможный инструмент"" ИНН 66728586315 ЮРЛИЦО №1"
CL_14271	"ООО ""Невозможный инструмент"" ИНН 66728586315"	"ООО ""Невозможный инструмент"" ИНН 66728586315 ЮРЛИЦО №5"
CL_14281	"ООО ""Чистое развитие"" ИНН 49099178535"	"ООО ""Чистое развитие"" ИНН 49099178535 ЮРЛИЦО №1"
CL_14291	"ООО ""Пламенное знание"" ИНН 28692905216"	"ООО ""Пламенное знание"" ИНН 28692905216 ЮРЛИЦО №1"
CL_14301	"АО ""Ситуация"" ИНН 59751386289"	"АО ""Ситуация"" ИНН 59751386289 ЮРЛИЦО №1"
CL_1431	"АО ""Температура"" ИНН 24669885211"	"АО ""Температура"" ИНН 24669885211 ЮРЛИЦО №1"
CL_14311	"ООО ""Профессия"" ИНН 69672614829"	"ООО ""Профессия"" ИНН 69672614829 ЮРЛИЦО №1"
CL_14311	"ООО ""Профессия"" ИНН 69672614829"	"ООО ""Профессия"" ИНН 69672614829 ЮРЛИЦО №3"
CL_14321	"ООО ""Завод"" ИНН 98195824385"	"ООО ""Завод"" ИНН 98195824385 ЮРЛИЦО №1"
CL_14331	"ООО ""Представление"" ИНН 75456715174"	"ООО ""Представление"" ИНН 75456715174 ЮРЛИЦО №1"
CL_14331	"ООО ""Представление"" ИНН 75456715174"	"ООО ""Представление"" ИНН 75456715174 ЮРЛИЦО №4"
CL_14341	"АО ""Герой"" ИНН 91674645041"	"АО ""Герой"" ИНН 91674645041 ЮРЛИЦО №1"
CL_14351	"АО ""Театр"" ИНН 35673430258"	"АО ""Театр"" ИНН 35673430258 ЮРЛИЦО №1"
CL_14351	"АО ""Театр"" ИНН 35673430258"	"АО ""Театр"" ИНН 35673430258 ЮРЛИЦО №3"
CL_14361	"ПАО ""Директор"" ИНН 28542836913"	"ПАО ""Директор"" ИНН 28542836913 ЮРЛИЦО №1"
CL_14371	"ООО ""Впечатляющий механизм"" ИНН 4971431864"	"ООО ""Впечатляющий механизм"" ИНН 4971431864 ЮРЛИЦО №1"
CL_14381	"ООО ""Всесильная борьба"" ИНН 14610248973"	"ООО ""Всесильная борьба"" ИНН 14610248973 ЮРЛИЦО №1"
CL_14391	"ООО ""Картина"" ИНН 55822890668"	"ООО ""Картина"" ИНН 55822890668 ЮРЛИЦО №1"
CL_14391	"ООО ""Картина"" ИНН 55822890668"	"ООО ""Картина"" ИНН 55822890668 ЮРЛИЦО №2"
CL_14401	"ООО ""Титаническая возможность"" ИНН 61373724122"	"ООО ""Титаническая возможность"" ИНН 61373724122 ЮРЛИЦО №1"
CL_14401	"ООО ""Титаническая возможность"" ИНН 61373724122"	"ООО ""Титаническая возможность"" ИНН 61373724122 ЮРЛИЦО №3"
CL_1441	"ПАО ""Сад"" ИНН 13089807141"	"ПАО ""Сад"" ИНН 13089807141 ЮРЛИЦО №1"
CL_14411	"ООО ""Редкая норма"" ИНН 12368973500"	"ООО ""Редкая норма"" ИНН 12368973500 ЮРЛИЦО №1"
CL_14421	"ООО ""Прием"" ИНН 32471762047"	"ООО ""Прием"" ИНН 32471762047 ЮРЛИЦО №1"
CL_14431	"ООО ""Бескомпромиссное дыхание"" ИНН 33689951174"	"ООО ""Бескомпромиссное дыхание"" ИНН 33689951174 ЮРЛИЦО №1"
CL_14441	"ПАО ""Безукоризненный поток"" ИНН 14559437496"	"ПАО ""Безукоризненный поток"" ИНН 14559437496 ЮРЛИЦО №1"
CL_14451	"ООО ""Скорость"" ИНН 3493825322"	"ООО ""Скорость"" ИНН 3493825322 ЮРЛИЦО №1"
CL_14461	"АО ""Разговор"" ИНН 31319124380"	"АО ""Разговор"" ИНН 31319124380 ЮРЛИЦО №1"
CL_14471	"ООО ""Страница"" ИНН 4127962134"	"ООО ""Страница"" ИНН 4127962134 ЮРЛИЦО №1"
CL_14471	"ООО ""Страница"" ИНН 4127962134"	"ООО ""Страница"" ИНН 4127962134 ЮРЛИЦО №3"
